Model,MDO4054C
7.5820e-04,0.04
7.5860e-04,0
7.5900e-04,0.04
7.5940e-04,0.04
7.5980e-04,0.04
7.6020e-04,0
7.6060e-04,0.04
7.6100e-04,0.04
7.6140e-04,0.04
7.6180e-04,0
7.6220e-04,0
7.6260e-04,0
7.6300e-04,0.04
7.6340e-04,0
7.6380e-04,0.04
7.6420e-04,-0.04
7.6460e-04,0.04
7.6500e-04,0.04
7.6540e-04,0.04
7.6580e-04,0.04
7.6620e-04,0.04
7.6660e-04,0
7.6700e-04,0
7.6740e-04,0
7.6780e-04,0
7.6820e-04,0.04
7.6860e-04,0.04
7.6900e-04,-0.04
7.6940e-04,0.08
7.6980e-04,0.08
7.7020e-04,0
7.7060e-04,0
7.7100e-04,0.08
7.7140e-04,0
7.7180e-04,0.08
7.7220e-04,0
7.7260e-04,0
7.7300e-04,0
7.7340e-04,-0.04
7.7380e-04,0
7.7420e-04,0.04
7.7460e-04,0.08
7.7500e-04,0.04
7.7540e-04,0.04
7.7580e-04,0.04
7.7620e-04,0.04
7.7660e-04,0.04
7.7700e-04,0.04
7.7740e-04,0.04
7.7780e-04,0.04
7.7820e-04,0.04
7.7860e-04,0.08
7.7900e-04,0.04
7.7940e-04,0.04
7.7980e-04,0
7.8020e-04,0.04
7.8060e-04,0.04
7.8100e-04,0.04
7.8140e-04,0
7.8180e-04,0.04
7.8220e-04,0
7.8260e-04,0
7.8300e-04,0.04
7.8340e-04,0.04
7.8380e-04,0.08
7.8420e-04,0.04
7.8460e-04,0
7.8500e-04,0.04
7.8540e-04,0
7.8580e-04,0.04
7.8620e-04,0
7.8660e-04,0
7.8700e-04,0.04
7.8740e-04,0
7.8780e-04,0.04
7.8820e-04,0.04
7.8860e-04,0.04
7.8900e-04,0
7.8940e-04,0.04
7.8980e-04,0.04
7.9020e-04,0
7.9060e-04,0.04
7.9100e-04,0.04
7.9140e-04,0
7.9180e-04,0.04
7.9220e-04,0
7.9260e-04,0
7.9300e-04,0
7.9340e-04,0.04
7.9380e-04,0.04
7.9420e-04,0
7.9460e-04,0
7.9500e-04,0
7.9540e-04,0
7.9580e-04,0
7.9620e-04,0.04
7.9660e-04,0
7.9700e-04,0.04
7.9740e-04,0.04
7.9780e-04,0
7.9820e-04,0
7.9860e-04,0
7.9900e-04,-0.04
7.9940e-04,0.04
7.9980e-04,0.04
8.0020e-04,0.04
8.0060e-04,0
8.0100e-04,0
8.0140e-04,0.08
8.0180e-04,0.04
8.0220e-04,0.04
8.0260e-04,0
8.0300e-04,0.04
8.0340e-04,0.04
8.0380e-04,0.04
8.0420e-04,0
8.0460e-04,0.04
8.0500e-04,0
8.0540e-04,0
8.0580e-04,-0.04
8.0620e-04,0.08
8.0660e-04,0.04
8.0700e-04,0.08
8.0740e-04,0.04
8.0780e-04,0
8.0820e-04,0.04
8.0860e-04,0.04
8.0900e-04,0.04
8.0940e-04,0.04
8.0980e-04,0
8.1020e-04,0
8.1060e-04,0.04
8.1100e-04,0
8.1140e-04,0.04
8.1180e-04,0
8.1220e-04,0.04
8.1260e-04,0.04
8.1300e-04,0.08
8.1340e-04,0.04
8.1380e-04,0.08
8.1420e-04,0
8.1460e-04,0.04
8.1500e-04,0
8.1540e-04,-0.04
8.1580e-04,0
8.1620e-04,0
8.1660e-04,0
8.1700e-04,0.04
8.1740e-04,0
8.1780e-04,0.04
8.1820e-04,0
8.1860e-04,0.08
8.1900e-04,0.04
8.1940e-04,0.04
8.1980e-04,0
8.2020e-04,0
8.2060e-04,0
8.2100e-04,0
8.2140e-04,0
8.2180e-04,-0.04
8.2220e-04,0.04
8.2260e-04,0
8.2300e-04,0.08
8.2340e-04,0
8.2380e-04,0.04
8.2420e-04,0
8.2460e-04,0.04
8.2500e-04,0.04
8.2540e-04,0
8.2580e-04,0.04
8.2620e-04,0.12
8.2660e-04,0.04
8.2700e-04,0.04
8.2740e-04,0
8.2780e-04,0
8.2820e-04,0
8.2860e-04,0.08
8.2900e-04,0
8.2940e-04,0.04
8.2980e-04,0
8.3020e-04,0.04
8.3060e-04,0.04
8.3100e-04,0
8.3140e-04,0.04
8.3180e-04,0.04
8.3220e-04,0.04
8.3260e-04,0.08
8.3300e-04,0
8.3340e-04,0
8.3380e-04,0.04
8.3420e-04,0
8.3460e-04,0.04
8.3500e-04,0.08
8.3540e-04,0.08
8.3580e-04,0.04
8.3620e-04,0
8.3660e-04,0
8.3700e-04,0
8.3740e-04,-0.04
8.3780e-04,0.04
8.3820e-04,0.04
8.3860e-04,0.04
8.3900e-04,0.08
8.3940e-04,0.04
8.3980e-04,0.04
8.4020e-04,0.04
8.4060e-04,0.04
8.4100e-04,0.08
8.4140e-04,0.04
8.4180e-04,0.04
8.4220e-04,0
8.4260e-04,0.08
8.4300e-04,0.04
8.4340e-04,0.04
8.4380e-04,0.04
8.4420e-04,0
8.4460e-04,0.04
8.4500e-04,0.04
8.4540e-04,0.04
8.4580e-04,0.08
8.4620e-04,0.04
8.4660e-04,0
8.4700e-04,0.04
8.4740e-04,0
8.4780e-04,0
8.4820e-04,0
8.4860e-04,0
8.4900e-04,0.04
8.4940e-04,0.12
8.4980e-04,0.04
8.5020e-04,0.04
8.5060e-04,0.04
8.5100e-04,0.04
8.5140e-04,0.08
8.5180e-04,-0.04
8.5220e-04,0.04
8.5260e-04,0.04
8.5300e-04,0
8.5340e-04,0.04
8.5380e-04,0.04
8.5420e-04,0.04
8.5460e-04,0.04
8.5500e-04,0.04
8.5540e-04,0.04
8.5580e-04,0.04
8.5620e-04,0.08
8.5660e-04,0
8.5700e-04,0.04
8.5740e-04,0.04
8.5780e-04,0.04
8.5820e-04,0.04
8.5860e-04,0
8.5900e-04,0
8.5940e-04,0.08
8.5980e-04,0.04
8.6020e-04,0.08
8.6060e-04,-0.04
8.6100e-04,0.08
8.6140e-04,0.04
8.6180e-04,0.04
8.6220e-04,0
8.6260e-04,0
8.6300e-04,0.04
8.6340e-04,0.04
8.6380e-04,0.04
8.6420e-04,0
8.6460e-04,0.04
8.6500e-04,0.04
8.6540e-04,0
8.6580e-04,0.04
8.6620e-04,0.04
8.6660e-04,0.04
8.6700e-04,0
8.6740e-04,0.04
8.6780e-04,0.04
8.6820e-04,0
8.6860e-04,0
8.6900e-04,0.08
8.6940e-04,0.08
8.6980e-04,0.04
8.7020e-04,0.04
8.7060e-04,0.08
8.7100e-04,0
8.7140e-04,0.04
8.7180e-04,0
8.7220e-04,0
8.7260e-04,0.04
8.7300e-04,0.04
8.7340e-04,0.04
8.7380e-04,0.04
8.7420e-04,0.04
8.7460e-04,0
8.7500e-04,0.04
8.7540e-04,0.04
8.7580e-04,0
8.7620e-04,0.04
8.7660e-04,0
8.7700e-04,0.08
8.7740e-04,0.04
8.7780e-04,0.04
8.7820e-04,0.08
8.7860e-04,0
8.7900e-04,0.04
8.7940e-04,0
8.7980e-04,0.04
8.8020e-04,0.04
8.8060e-04,0.08
8.8100e-04,0.04
8.8140e-04,0.04
8.8180e-04,0.04
8.8220e-04,0
8.8260e-04,0.08
8.8300e-04,0.04
8.8340e-04,0.08
8.8380e-04,0
8.8420e-04,0
8.8460e-04,0
8.8500e-04,0
8.8540e-04,0.04
8.8580e-04,0
8.8620e-04,0.04
8.8660e-04,0
8.8700e-04,0.04
8.8740e-04,0
8.8780e-04,0
8.8820e-04,0.04
8.8860e-04,0
8.8900e-04,0.04
8.8940e-04,0.04
8.8980e-04,0
8.9020e-04,-0.08
8.9060e-04,0
8.9100e-04,0
8.9140e-04,0.04
8.9180e-04,0
8.9220e-04,0.04
8.9260e-04,0.08
8.9300e-04,0.08
8.9340e-04,0.04
8.9380e-04,0.04
8.9420e-04,0.04
8.9460e-04,0.04
8.9500e-04,0
8.9540e-04,0.04
8.9580e-04,0.04
8.9620e-04,0.04
8.9660e-04,0.04
8.9700e-04,0.04
8.9740e-04,0.04
8.9780e-04,0
8.9820e-04,0.04
8.9860e-04,0.08
8.9900e-04,0.04
8.9940e-04,0.12
8.9980e-04,0
9.0020e-04,0
9.0060e-04,0
9.0100e-04,0.12
9.0140e-04,0.04
9.0180e-04,0.04
9.0220e-04,0.04
9.0260e-04,0.04
9.0300e-04,0
9.0340e-04,0.04
9.0380e-04,0.04
9.0420e-04,0.04
9.0460e-04,0.08
9.0500e-04,0.04
9.0540e-04,0.04
9.0580e-04,0
9.0620e-04,0.04
9.0660e-04,-0.04
9.0700e-04,0.04
9.0740e-04,0.04
9.0780e-04,0.04
9.0820e-04,0.08
9.0860e-04,0
9.0900e-04,0
9.0940e-04,0.08
9.0980e-04,0.08
9.1020e-04,0
9.1060e-04,0
9.1100e-04,0
9.1140e-04,0.04
9.1180e-04,0
9.1220e-04,0.04
9.1260e-04,0
9.1300e-04,-0.04
9.1340e-04,0
9.1380e-04,0
9.1420e-04,0
9.1460e-04,0.08
9.1500e-04,0.08
9.1540e-04,0.04
9.1580e-04,0
9.1620e-04,0.04
9.1660e-04,0.04
9.1700e-04,0.08
9.1740e-04,0.04
9.1780e-04,0
9.1820e-04,0.04
9.1860e-04,0.04
9.1900e-04,0.04
9.1940e-04,0.04
9.1980e-04,0.08
9.2020e-04,0.04
9.2060e-04,0.08
9.2100e-04,0.04
9.2140e-04,0.04
9.2180e-04,0.04
9.2220e-04,0.04
9.2260e-04,0.08
9.2300e-04,0.04
9.2340e-04,0.08
9.2380e-04,0
9.2420e-04,0.04
9.2460e-04,-0.04
9.2500e-04,0
9.2540e-04,0.04
9.2580e-04,0.04
9.2620e-04,0.08
9.2660e-04,0.08
9.2700e-04,0.04
9.2740e-04,0.04
9.2780e-04,0.08
9.2820e-04,0
9.2860e-04,0
9.2900e-04,0.04
9.2940e-04,0
9.2980e-04,0.04
9.3020e-04,0.04
9.3060e-04,0.04
9.3100e-04,0
9.3140e-04,0.04
9.3180e-04,0.04
9.3220e-04,0
9.3260e-04,0
9.3300e-04,0
9.3340e-04,0.08
9.3380e-04,0.04
9.3420e-04,0.04
9.3460e-04,0.04
9.3500e-04,0.04
9.3540e-04,0.04
9.3580e-04,0.08
9.3620e-04,0.04
9.3660e-04,0
9.3700e-04,0.04
9.3740e-04,0.04
9.3780e-04,0.04
9.3820e-04,0
9.3860e-04,0.04
9.3900e-04,0.04
9.3940e-04,0.08
9.3980e-04,0
9.4020e-04,0.04
9.4060e-04,0.04
9.4100e-04,0.04
9.4140e-04,0.04
9.4180e-04,0.08
9.4220e-04,0.04
9.4260e-04,0
9.4300e-04,0.04
9.4340e-04,0
9.4380e-04,0.04
9.4420e-04,0.04
9.4460e-04,0.04
9.4500e-04,0.04
9.4540e-04,0.04
9.4580e-04,0.04
9.4620e-04,0.04
9.4660e-04,0.04
9.4700e-04,0.04
9.4740e-04,0
9.4780e-04,0.04
9.4820e-04,0
9.4860e-04,0.04
9.4900e-04,0
9.4940e-04,0.04
9.4980e-04,0.04
9.5020e-04,0.04
9.5060e-04,0
9.5100e-04,0.08
9.5140e-04,0
9.5180e-04,0.04
9.5220e-04,0.08
9.5260e-04,0.08
9.5300e-04,0.04
9.5340e-04,0
9.5380e-04,0.04
9.5420e-04,0.04
9.5460e-04,0
9.5500e-04,0
9.5540e-04,0
9.5580e-04,0.04
9.5620e-04,0
9.5660e-04,0.04
9.5700e-04,0.04
9.5740e-04,0.08
9.5780e-04,0.12
9.5820e-04,0.04
9.5860e-04,0.04
9.5900e-04,0.04
9.5940e-04,0
9.5980e-04,0.08
9.6020e-04,0
9.6060e-04,0
9.6100e-04,0.04
9.6140e-04,0
9.6180e-04,0.04
9.6220e-04,0.04
9.6260e-04,0.04
9.6300e-04,0.04
9.6340e-04,0.04
9.6380e-04,0.04
9.6420e-04,0
9.6460e-04,0.04
9.6500e-04,0
9.6540e-04,0.04
9.6580e-04,0.04
9.6620e-04,0.04
9.6660e-04,0.04
9.6700e-04,0
9.6740e-04,0.04
9.6780e-04,0
9.6820e-04,0.04
9.6860e-04,0.04
9.6900e-04,0.04
9.6940e-04,0
9.6980e-04,0
9.7020e-04,0.04
9.7060e-04,0
9.7100e-04,0.08
9.7140e-04,0
9.7180e-04,0
9.7220e-04,0.04
9.7260e-04,0.04
9.7300e-04,0
9.7340e-04,0.08
9.7380e-04,0.04
9.7420e-04,0
9.7460e-04,0.04
9.7500e-04,0.04
9.7540e-04,0.08
9.7580e-04,0
9.7620e-04,0.08
9.7660e-04,0.04
9.7700e-04,0.04
9.7740e-04,0.04
9.7780e-04,0.04
9.7820e-04,0.08
9.7860e-04,0
9.7900e-04,0.04
9.7940e-04,0.04
9.7980e-04,0
9.8020e-04,0.04
9.8060e-04,0.04
9.8100e-04,0
9.8140e-04,0.04
9.8180e-04,0
9.8220e-04,0.08
9.8260e-04,0
9.8300e-04,0.04
9.8340e-04,0.08
9.8380e-04,0.04
9.8420e-04,0
9.8460e-04,0.04
9.8500e-04,0.04
9.8540e-04,0
9.8580e-04,0.04
9.8620e-04,0
9.8660e-04,0.04
9.8700e-04,0
9.8740e-04,0
9.8780e-04,0
9.8820e-04,-0.04
9.8860e-04,0
9.8900e-04,0.04
9.8940e-04,0.04
9.8980e-04,0
9.9020e-04,0.04
9.9060e-04,0
9.9100e-04,0.04
9.9140e-04,0.04
9.9180e-04,0
9.9220e-04,0
9.9260e-04,0.04
9.9300e-04,0.04
9.9340e-04,0
9.9380e-04,0.04
9.9420e-04,0.08
9.9460e-04,0
9.9500e-04,0.04
9.9540e-04,0
9.9580e-04,0
9.9620e-04,0.04
9.9660e-04,0.04
9.9700e-04,0.04
9.9740e-04,0.04
9.9780e-04,-0.04
9.9820e-04,0
9.9860e-04,0
9.9900e-04,0.04
9.9940e-04,0.08
9.9980e-04,0.04
1.0002e-03,0.04
1.0006e-03,0.04
1.0010e-03,0.04
1.0014e-03,0
1.0018e-03,0
1.0022e-03,0
1.0026e-03,0
1.0030e-03,0
1.0034e-03,0.04
1.0038e-03,0.04
1.0042e-03,0.04
1.0046e-03,0
1.0050e-03,0.04
1.0054e-03,0
1.0058e-03,0
1.0062e-03,0.04
1.0066e-03,0
1.0070e-03,0.04
1.0074e-03,0.08
1.0078e-03,0.04
1.0082e-03,0
1.0086e-03,-0.04
1.0090e-03,0
1.0094e-03,0.04
1.0098e-03,0
1.0102e-03,0.04
1.0106e-03,0
1.0110e-03,0.08
1.0114e-03,0.04
1.0118e-03,0.04
1.0122e-03,-0.04
1.0126e-03,0.04
1.0130e-03,0.04
1.0134e-03,0.04
1.0138e-03,0.04
1.0142e-03,3.32
1.0146e-03,3.4
1.0150e-03,3.32
1.0154e-03,3.32
1.0158e-03,3.32
1.0162e-03,3.32
1.0166e-03,3.32
1.0170e-03,3.32
1.0174e-03,3.24
1.0178e-03,3.24
1.0182e-03,3.28
1.0186e-03,3.28
1.0190e-03,-0.04
1.0194e-03,0
1.0198e-03,0.04
1.0202e-03,0
1.0206e-03,0
1.0210e-03,0.04
1.0214e-03,0
1.0218e-03,0.04
1.0222e-03,0
1.0226e-03,0.04
1.0230e-03,0
1.0234e-03,0
1.0238e-03,0
1.0242e-03,0
1.0246e-03,0.04
1.0250e-03,0.04
1.0254e-03,0.04
1.0258e-03,0
1.0262e-03,0.04
1.0266e-03,0.04
1.0270e-03,0.04
1.0274e-03,0.04
1.0278e-03,0
1.0282e-03,0
1.0286e-03,0.08
1.0290e-03,0.04
1.0294e-03,0.04
1.0298e-03,0.04
1.0302e-03,-0.04
1.0306e-03,-0.04
1.0310e-03,0.04
1.0314e-03,0
1.0318e-03,0.04
1.0322e-03,0.08
1.0326e-03,0
1.0330e-03,0.04
1.0334e-03,0.12
1.0338e-03,0.04
1.0342e-03,0.04
1.0346e-03,0.08
1.0350e-03,0.04
1.0354e-03,0.04
1.0358e-03,0
1.0362e-03,0.04
1.0366e-03,0.04
1.0370e-03,0.04
1.0374e-03,0.04
1.0378e-03,0.04
1.0382e-03,0.04
1.0386e-03,0
1.0390e-03,0.08
1.0394e-03,0.04
1.0398e-03,0.08
1.0402e-03,0
1.0406e-03,0
1.0410e-03,0.04
1.0414e-03,0.04
1.0418e-03,0
1.0422e-03,0.04
1.0426e-03,0.04
1.0430e-03,0.04
1.0434e-03,0.04
1.0438e-03,0.04
1.0442e-03,0
1.0446e-03,0
1.0450e-03,0.04
1.0454e-03,0
1.0458e-03,0.04
1.0462e-03,0.04
1.0466e-03,0
1.0470e-03,0.04
1.0474e-03,0.04
1.0478e-03,0
1.0482e-03,0.04
1.0486e-03,0.04
1.0490e-03,0.04
1.0494e-03,0.08
1.0498e-03,0
1.0502e-03,0.04
1.0506e-03,0.04
1.0510e-03,0.04
1.0514e-03,-0.04
1.0518e-03,0
1.0522e-03,0.04
1.0526e-03,0.04
1.0530e-03,0.04
1.0534e-03,0.04
1.0538e-03,0.04
1.0542e-03,0.04
1.0546e-03,0
1.0550e-03,0.04
1.0554e-03,0
1.0558e-03,0.04
1.0562e-03,0.04
1.0566e-03,0.08
1.0570e-03,0.04
1.0574e-03,0
1.0578e-03,0.04
1.0582e-03,0.08
1.0586e-03,0.04
1.0590e-03,0
1.0594e-03,0
1.0598e-03,0
1.0602e-03,0.04
1.0606e-03,0.08
1.0610e-03,0
1.0614e-03,0.08
1.0618e-03,0
1.0622e-03,0.08
1.0626e-03,0.04
1.0630e-03,0.04
1.0634e-03,0.08
1.0638e-03,0.08
1.0642e-03,0
1.0646e-03,0.04
1.0650e-03,0.04
1.0654e-03,0
1.0658e-03,0.04
1.0662e-03,0.04
1.0666e-03,0
1.0670e-03,0
1.0674e-03,0.04
1.0678e-03,0.04
1.0682e-03,0.04
1.0686e-03,0.04
1.0690e-03,0.04
1.0694e-03,0.04
1.0698e-03,0.04
1.0702e-03,0
1.0706e-03,0
1.0710e-03,0.04
1.0714e-03,0
1.0718e-03,0.04
1.0722e-03,0.04
1.0726e-03,0
1.0730e-03,-0.04
1.0734e-03,0.04
1.0738e-03,0
1.0742e-03,0.04
1.0746e-03,0.08
1.0750e-03,0.08
1.0754e-03,0.04
1.0758e-03,0.04
1.0762e-03,0.04
1.0766e-03,0.04
1.0770e-03,0.08
1.0774e-03,0.04
1.0778e-03,0.08
1.0782e-03,0.04
1.0786e-03,0.04
1.0790e-03,0.04
1.0794e-03,0.04
1.0798e-03,0.04
1.0802e-03,0.04
1.0806e-03,0.04
1.0810e-03,0
1.0814e-03,0
1.0818e-03,0.08
1.0822e-03,0.04
1.0826e-03,0.04
1.0830e-03,0
1.0834e-03,0
1.0838e-03,0.08
1.0842e-03,0.08
1.0846e-03,0.08
1.0850e-03,0.08
1.0854e-03,0.08
1.0858e-03,0.04
1.0862e-03,-0.04
1.0866e-03,0
1.0870e-03,0.04
1.0874e-03,0.04
1.0878e-03,0.04
1.0882e-03,0
1.0886e-03,0
1.0890e-03,0.08
1.0894e-03,0.08
1.0898e-03,0
1.0902e-03,0.04
1.0906e-03,0
1.0910e-03,0
1.0914e-03,0.04
1.0918e-03,0.08
1.0922e-03,0
1.0926e-03,0.08
1.0930e-03,0
1.0934e-03,0.04
1.0938e-03,0.04
1.0942e-03,0
1.0946e-03,-0.04
1.0950e-03,0
1.0954e-03,0
1.0958e-03,0.04
1.0962e-03,0.04
1.0966e-03,0.04
1.0970e-03,0.08
1.0974e-03,0
1.0978e-03,0.04
1.0982e-03,0.04
1.0986e-03,0
1.0990e-03,0
1.0994e-03,0.04
1.0998e-03,0
1.1002e-03,0
1.1006e-03,0.04
1.1010e-03,0.04
1.1014e-03,0.08
1.1018e-03,0.04
1.1022e-03,0.04
1.1026e-03,0
1.1030e-03,0.04
1.1034e-03,0.04
1.1038e-03,0
1.1042e-03,0.04
1.1046e-03,0.08
1.1050e-03,0.04
1.1054e-03,0.08
1.1058e-03,0.04
1.1062e-03,0.04
1.1066e-03,0.04
1.1070e-03,0.04
1.1074e-03,0.04
1.1078e-03,0
1.1082e-03,0.04
1.1086e-03,0.04
1.1090e-03,0.04
1.1094e-03,0.04
1.1098e-03,0.04
1.1102e-03,0
1.1106e-03,0
1.1110e-03,0
1.1114e-03,0.04
1.1118e-03,0.04
1.1122e-03,0.04
1.1126e-03,0
1.1130e-03,0.04
1.1134e-03,0.08
1.1138e-03,0
1.1142e-03,0
1.1146e-03,0.04
1.1150e-03,0
1.1154e-03,0.08
1.1158e-03,0.04
1.1162e-03,0.12
1.1166e-03,0.04
1.1170e-03,0.08
1.1174e-03,0.08
1.1178e-03,0.04
1.1182e-03,0
1.1186e-03,0
1.1190e-03,0.04
1.1194e-03,0
1.1198e-03,0
1.1202e-03,0.08
1.1206e-03,0.04
1.1210e-03,0.04
1.1214e-03,0.04
1.1218e-03,0
1.1222e-03,0.04
1.1226e-03,0
1.1230e-03,0.04
1.1234e-03,0
1.1238e-03,0
1.1242e-03,0.04
1.1246e-03,0.04
1.1250e-03,0.04
1.1254e-03,0.04
1.1258e-03,0.04
1.1262e-03,0.04
1.1266e-03,0.04
1.1270e-03,0.08
1.1274e-03,0.08
1.1278e-03,0.08
1.1282e-03,0.04
1.1286e-03,0.04
1.1290e-03,0.04
1.1294e-03,0
1.1298e-03,0
1.1302e-03,0
1.1306e-03,-0.04
1.1310e-03,0.08
1.1314e-03,0
1.1318e-03,0
1.1322e-03,0.04
1.1326e-03,-0.04
1.1330e-03,0.04
1.1334e-03,0.08
1.1338e-03,0.04
1.1342e-03,0.04
1.1346e-03,0
1.1350e-03,0.08
1.1354e-03,0.04
1.1358e-03,0
1.1362e-03,0.04
1.1366e-03,0
1.1370e-03,0.04
1.1374e-03,-0.08
1.1378e-03,0.04
1.1382e-03,-0.04
1.1386e-03,0
1.1390e-03,0.04
1.1394e-03,0.04
1.1398e-03,0.04
1.1402e-03,0.04
1.1406e-03,0.04
1.1410e-03,0
1.1414e-03,0
1.1418e-03,0.04
1.1422e-03,0
1.1426e-03,0.04
1.1430e-03,0.04
1.1434e-03,-0.04
1.1438e-03,-0.04
1.1442e-03,0
1.1446e-03,0
1.1450e-03,0.08
1.1454e-03,0.04
1.1458e-03,0.04
1.1462e-03,0.04
1.1466e-03,0.04
1.1470e-03,0
1.1474e-03,0.08
1.1478e-03,0.04
1.1482e-03,0.04
1.1486e-03,0.04
1.1490e-03,0
1.1494e-03,0.04
1.1498e-03,0
1.1502e-03,0.08
1.1506e-03,0
1.1510e-03,0.08
1.1514e-03,0.04
1.1518e-03,0.04
1.1522e-03,0
1.1526e-03,0.04
1.1530e-03,0.04
1.1534e-03,0.04
1.1538e-03,-0.04
1.1542e-03,0
1.1546e-03,0.04
1.1550e-03,0.04
1.1554e-03,0
1.1558e-03,0
1.1562e-03,0
1.1566e-03,0.04
1.1570e-03,0
1.1574e-03,0
1.1578e-03,0.04
1.1582e-03,0.04
1.1586e-03,0.04
1.1590e-03,0.08
1.1594e-03,0.04
1.1598e-03,0.08
1.1602e-03,0.04
1.1606e-03,0.04
1.1610e-03,0.04
1.1614e-03,0.04
1.1618e-03,-0.04
1.1622e-03,0
1.1626e-03,0.04
1.1630e-03,0.04
1.1634e-03,0.04
1.1638e-03,0.04
1.1642e-03,0.04
1.1646e-03,0
1.1650e-03,0.08
1.1654e-03,0.04
1.1658e-03,0.08
1.1662e-03,0.04
1.1666e-03,0.04
1.1670e-03,0
1.1674e-03,0.04
1.1678e-03,0.08
1.1682e-03,0
1.1686e-03,0
1.1690e-03,0.04
1.1694e-03,0.04
1.1698e-03,0
1.1702e-03,0.04
1.1706e-03,0.08
1.1710e-03,0.08
1.1714e-03,0
1.1718e-03,0.04
1.1722e-03,0
1.1726e-03,0.08
1.1730e-03,0.04
1.1734e-03,0.08
1.1738e-03,0.04
1.1742e-03,0.08
1.1746e-03,0
1.1750e-03,0
1.1754e-03,0.04
1.1758e-03,0.04
1.1762e-03,0
1.1766e-03,0.08
1.1770e-03,0
1.1774e-03,0
1.1778e-03,0.04
1.1782e-03,0
1.1786e-03,0.04
1.1790e-03,0.04
1.1794e-03,0.04
1.1798e-03,0
1.1802e-03,0
1.1806e-03,0
1.1810e-03,0.04
1.1814e-03,0.04
1.1818e-03,0.04
1.1822e-03,0.08
1.1826e-03,0.08
1.1830e-03,0
1.1834e-03,-0.04
1.1838e-03,0
1.1842e-03,0.08
1.1846e-03,0.04
1.1850e-03,0.08
1.1854e-03,0.08
1.1858e-03,0.04
1.1862e-03,0
1.1866e-03,0.08
1.1870e-03,0
1.1874e-03,0.08
1.1878e-03,0.04
1.1882e-03,0.04
1.1886e-03,0
1.1890e-03,0.04
1.1894e-03,0.08
1.1898e-03,0.12
1.1902e-03,0
1.1906e-03,0.04
1.1910e-03,0.04
1.1914e-03,0.04
1.1918e-03,0.04
1.1922e-03,0
1.1926e-03,0
1.1930e-03,0.04
1.1934e-03,0.04
1.1938e-03,-0.04
1.1942e-03,0
1.1946e-03,0.04
1.1950e-03,0.04
1.1954e-03,0.04
1.1958e-03,0
1.1962e-03,0
1.1966e-03,0
1.1970e-03,0
1.1974e-03,0.04
1.1978e-03,-0.04
1.1982e-03,0.04
1.1986e-03,0.04
1.1990e-03,0.04
1.1994e-03,0.04
1.1998e-03,0
1.2002e-03,0.04
1.2006e-03,0.08
1.2010e-03,0.04
1.2014e-03,0
1.2018e-03,0
1.2022e-03,-0.08
1.2026e-03,-0.08
1.2030e-03,0.04
1.2034e-03,0
1.2038e-03,0.04
1.2042e-03,0.08
1.2046e-03,0.04
1.2050e-03,0
1.2054e-03,0
1.2058e-03,0.04
1.2062e-03,0.04
1.2066e-03,0
1.2070e-03,0
1.2074e-03,0.04
1.2078e-03,0.04
1.2082e-03,0
1.2086e-03,0.04
1.2090e-03,0.04
1.2094e-03,0.04
1.2098e-03,0
1.2102e-03,0.04
1.2106e-03,0.08
1.2110e-03,0
1.2114e-03,0.08
1.2118e-03,0.04
1.2122e-03,0.04
1.2126e-03,-0.04
1.2130e-03,0
1.2134e-03,0
1.2138e-03,0.04
1.2142e-03,0
1.2146e-03,0.04
1.2150e-03,0
1.2154e-03,0.04
1.2158e-03,0
1.2162e-03,-0.04
1.2166e-03,0
1.2170e-03,0.04
1.2174e-03,0
1.2178e-03,0
1.2182e-03,0.04
1.2186e-03,0.04
1.2190e-03,0
1.2194e-03,0
1.2198e-03,0.04
1.2202e-03,0.08
1.2206e-03,0
1.2210e-03,0.04
1.2214e-03,0.04
1.2218e-03,0.04
1.2222e-03,0
1.2226e-03,0
1.2230e-03,0.04
1.2234e-03,0.08
1.2238e-03,0.08
1.2242e-03,0.08
1.2246e-03,0.04
1.2250e-03,0.08
1.2254e-03,0
1.2258e-03,0.04
1.2262e-03,0
1.2266e-03,0
1.2270e-03,0.04
1.2274e-03,0.04
1.2278e-03,0
1.2282e-03,0.08
1.2286e-03,0.04
1.2290e-03,0.04
1.2294e-03,0
1.2298e-03,0.04
1.2302e-03,0.04
1.2306e-03,0.08
1.2310e-03,0.04
1.2314e-03,0.08
1.2318e-03,0
1.2322e-03,0.04
1.2326e-03,0
1.2330e-03,0
1.2334e-03,0.08
1.2338e-03,0
1.2342e-03,0.04
1.2346e-03,0.08
1.2350e-03,0.12
1.2354e-03,0.08
1.2358e-03,0.04
1.2362e-03,0
1.2366e-03,0.04
1.2370e-03,0.08
1.2374e-03,0.04
1.2378e-03,0.04
1.2382e-03,0.04
1.2386e-03,0.04
1.2390e-03,0.04
1.2394e-03,0
1.2398e-03,0
1.2402e-03,0.04
1.2406e-03,0.04
1.2410e-03,0
1.2414e-03,0.04
1.2418e-03,0.04
1.2422e-03,0.04
1.2426e-03,0
1.2430e-03,0
1.2434e-03,0.04
1.2438e-03,0.04
1.2442e-03,0.04
1.2446e-03,0
1.2450e-03,0.04
1.2454e-03,0.04
1.2458e-03,0.04
1.2462e-03,0
1.2466e-03,0.08
1.2470e-03,0
1.2474e-03,0.04
1.2478e-03,0
1.2482e-03,0.08
1.2486e-03,0
1.2490e-03,0.04
